dissim	10,1,26,600,20
dissim	10,1,26,600,50
dissim	10,1,26,600,60
dissim	10,1,26,600,70
dissim	10,1,26,640,20
dissim	10,1,26,650,20
dissim	10,1,26,630,20
dissim	10,1,26,600,80
dissim	10,1,26,660,20
dissim	10,1,26,120,20
dissim	10,1,29,850,450
dissim	10,1,29,740,450
dissim	10,1,29,780,850
dissim	10,1,29,740,850
dissim	10,1,29,860,850
dissim	10,1,29,850,850
dissim	10,1,29,780,870
dissim	10,1,29,780,840
dissim	10,1,29,720,870
dissim	10,1,29,740,870
dissim	10,1,45,210,120
dissim	10,1,45,200,120
dissim	10,1,45,140,50
dissim	10,1,45,210,50
dissim	10,1,45,140,120
dissim	10,1,45,330,120
dissim	10,1,45,140,430
dissim	10,1,45,140,20
dissim	10,1,45,100,440
dissim	10,1,45,280,440
dissim	10,1,61,210,380
dissim	10,1,61,210,390
dissim	10,1,61,210,40
dissim	10,1,61,0,380
dissim	10,1,61,510,380
dissim	10,1,61,210,50
dissim	10,1,61,210,460
dissim	10,1,61,210,490
dissim	10,1,61,510,570
dissim	10,1,61,210,480
dissim	3,1,1,440,270
dissim	3,1,1,440,260
dissim	3,1,1,440,350
dissim	3,1,1,440,290
dissim	3,1,1,440,280
dissim	3,1,1,430,260
dissim	3,1,1,430,290
dissim	3,1,1,430,270
dissim	3,1,1,440,330
dissim	3,1,1,440,340
dissim	3,1,2,540,580
dissim	3,1,2,540,590
dissim	3,1,2,540,570
dissim	3,1,2,540,620
dissim	3,1,2,540,660
dissim	3,1,2,540,650
dissim	3,1,2,530,0
dissim	3,1,2,530,570
dissim	3,1,2,540,630
dissim	3,1,2,540,640
dissim	3,1,3,190,100
dissim	3,1,3,90,520
dissim	3,1,3,80,120
dissim	3,1,3,90,120
dissim	3,1,3,80,520
dissim	3,1,3,90,720
dissim	3,1,3,80,100
dissim	3,1,3,90,730
dissim	3,1,3,100,100
dissim	3,1,3,90,180
dissim	3,1,4,100,620
dissim	3,1,4,500,620
dissim	3,1,4,140,620
dissim	3,1,4,510,620
dissim	3,1,4,100,610
dissim	3,1,4,150,620
dissim	3,1,4,500,610
dissim	3,1,4,90,620
dissim	3,1,4,110,620
dissim	3,1,4,630,620
dissim	3,1,5,580,710
dissim	3,1,5,600,710
dissim	3,1,5,610,710
dissim	3,1,5,740,710
dissim	3,1,5,570,710
dissim	3,1,5,750,710
dissim	3,1,5,730,710
dissim	3,1,5,700,710
dissim	3,1,5,590,710
dissim	3,1,5,720,710
dissim	3,1,6,600,270
dissim	3,1,6,600,260
dissim	3,1,6,510,270
dissim	3,1,6,330,270
dissim	3,1,6,510,260
dissim	3,1,6,310,340
dissim	3,1,6,730,270
dissim	3,1,6,330,260
dissim	3,1,6,310,330
dissim	3,1,6,640,270
dissim	3,1,7,670,80
dissim	3,1,7,320,80
dissim	3,1,7,660,90
dissim	3,1,7,660,80
dissim	3,1,7,230,80
dissim	3,1,7,500,80
dissim	3,1,7,360,80
dissim	3,1,7,300,80
dissim	3,1,7,150,80
dissim	3,1,7,310,80
dissim	3,1,8,320,200
dissim	3,1,8,320,220
dissim	3,1,8,620,200
dissim	3,1,8,230,200
dissim	3,1,8,230,220
dissim	3,1,8,620,220
dissim	3,1,8,320,210
dissim	3,1,8,630,200
dissim	3,1,8,240,200
dissim	3,1,8,610,200
dissim	3,1,9,690,730
dissim	3,1,9,710,730
dissim	3,1,9,710,720
dissim	3,1,9,690,720
dissim	3,1,9,720,730
dissim	3,1,9,580,730
dissim	3,1,9,720,720
dissim	3,1,9,690,750
dissim	3,1,9,300,730
dissim	3,1,9,630,730
dissim	3,1,10,70,630
dissim	3,1,10,70,620
dissim	3,1,10,70,640
dissim	3,1,10,70,650
dissim	3,1,10,600,630
dissim	3,1,10,590,630
dissim	3,1,10,70,660
dissim	3,1,10,590,620
dissim	3,1,10,600,620
dissim	3,1,10,300,630
dissim	3,1,11,360,560
dissim	3,1,11,360,550
dissim	3,1,11,730,640
dissim	3,1,11,360,570
dissim	3,1,11,750,640
dissim	3,1,11,360,600
dissim	3,1,11,740,640
dissim	3,1,11,360,540
dissim	3,1,11,360,750
dissim	3,1,11,360,610
dissim	3,1,12,280,150
dissim	3,1,12,270,130
dissim	3,1,12,270,150
dissim	3,1,12,270,110
dissim	3,1,12,270,680
dissim	3,1,12,270,710
dissim	3,1,12,270,350
dissim	3,1,12,270,160
dissim	3,1,12,270,700
dissim	3,1,12,260,350
dissim	3,1,13,700,720
dissim	3,1,13,700,690
dissim	3,1,13,700,620
dissim	3,1,13,700,610
dissim	3,1,13,700,630
dissim	3,1,13,700,700
dissim	3,1,13,700,730
dissim	3,1,13,700,680
dissim	3,1,13,550,720
dissim	3,1,13,710,720
dissim	3,1,14,700,700
dissim	3,1,14,700,690
dissim	3,1,14,700,710
dissim	3,1,14,700,110
dissim	3,1,14,700,400
dissim	3,1,14,700,680
dissim	3,1,14,700,340
dissim	3,1,14,700,360
dissim	3,1,14,700,330
dissim	3,1,14,700,720
dissim	3,1,15,40,440
dissim	3,1,15,50,440
dissim	3,1,15,50,430
dissim	3,1,15,140,60
dissim	3,1,15,20,440
dissim	3,1,15,690,410
dissim	3,1,15,60,440
dissim	3,1,15,310,60
dissim	3,1,15,150,60
dissim	3,1,15,690,440
dissim	3,1,16,110,90
dissim	3,1,16,10,90
dissim	3,1,16,110,130
dissim	3,1,16,250,530
dissim	3,1,16,10,80
dissim	3,1,16,100,80
dissim	3,1,16,150,500
dissim	3,1,16,250,150
dissim	3,1,16,110,80
dissim	3,1,16,250,520
dissim	3,1,17,530,530
dissim	3,1,17,460,530
dissim	3,1,17,590,530
dissim	3,1,17,540,530
dissim	3,1,17,460,520
dissim	3,1,17,560,530
dissim	3,1,17,550,530
dissim	3,1,17,510,520
dissim	3,1,17,570,530
dissim	3,1,17,600,530
dissim	3,1,18,80,280
dissim	3,1,18,100,280
dissim	3,1,18,70,280
dissim	3,1,18,80,300
dissim	3,1,18,0,280
dissim	3,1,18,80,290
dissim	3,1,18,80,90
dissim	3,1,18,90,280
dissim	3,1,18,100,290
dissim	3,1,18,70,290
dissim	3,1,19,410,690
dissim	3,1,19,410,670
dissim	3,1,19,410,660
dissim	3,1,19,410,680
dissim	3,1,19,410,560
dissim	3,1,19,410,700
dissim	3,1,19,420,690
dissim	3,1,19,410,550
dissim	3,1,19,410,650
dissim	3,1,19,420,670
dissim	3,1,20,600,180
dissim	3,1,20,640,180
dissim	3,1,20,690,180
dissim	3,1,20,610,180
dissim	3,1,20,590,180
dissim	3,1,20,560,180
dissim	3,1,20,500,180
dissim	3,1,20,570,180
dissim	3,1,20,580,180
dissim	3,1,20,630,180
dissim	3,1,21,700,720
dissim	3,1,21,700,710
dissim	3,1,21,650,720
dissim	3,1,21,650,710
dissim	3,1,21,40,720
dissim	3,1,21,640,720
dissim	3,1,21,640,710
dissim	3,1,21,230,710
dissim	3,1,21,630,720
dissim	3,1,21,630,710
dissim	3,1,22,520,120
dissim	3,1,22,520,160
dissim	3,1,22,520,140
dissim	3,1,22,520,170
dissim	3,1,22,520,180
dissim	3,1,22,520,150
dissim	3,1,22,520,130
dissim	3,1,22,540,120
dissim	3,1,22,540,160
dissim	3,1,22,540,170
dissim	3,1,23,250,680
dissim	3,1,23,230,680
dissim	3,1,23,80,680
dissim	3,1,23,240,680
dissim	3,1,23,60,680
dissim	3,1,23,110,680
dissim	3,1,23,100,680
dissim	3,1,23,150,680
dissim	3,1,23,260,680
dissim	3,1,23,500,720
dissim	3,1,24,260,10
dissim	3,1,24,260,630
dissim	3,1,24,260,640
dissim	3,1,24,260,200
dissim	3,1,24,260,720
dissim	3,1,24,260,490
dissim	3,1,24,220,640
dissim	3,1,24,260,690
dissim	3,1,24,260,210
dissim	3,1,24,260,570
dissim	3,1,25,440,500
dissim	3,1,25,440,510
dissim	3,1,25,440,530
dissim	3,1,25,440,520
dissim	3,1,25,440,540
dissim	3,1,25,10,500
dissim	3,1,25,440,490
dissim	3,1,25,440,560
dissim	3,1,25,10,530
dissim	3,1,25,10,510
dissim	3,1,26,270,90
dissim	3,1,26,270,160
dissim	3,1,26,270,170
dissim	3,1,26,270,110
dissim	3,1,26,270,100
dissim	3,1,26,270,120
dissim	3,1,26,270,150
dissim	3,1,26,270,200
dissim	3,1,26,270,80
dissim	3,1,26,270,190
dissim	3,1,27,130,380
dissim	3,1,27,120,380
dissim	3,1,27,110,380
dissim	3,1,27,90,380
dissim	3,1,27,210,380
dissim	3,1,27,150,380
dissim	3,1,27,80,380
dissim	3,1,27,140,380
dissim	3,1,27,180,380
dissim	3,1,27,160,380
dissim	3,1,28,40,80
dissim	3,1,28,210,460
dissim	3,1,28,630,80
dissim	3,1,28,600,80
dissim	3,1,28,30,80
dissim	3,1,28,60,80
dissim	3,1,28,610,80
dissim	3,1,28,180,460
dissim	3,1,28,620,80
dissim	3,1,28,50,80
dissim	3,1,29,60,20
dissim	3,1,29,450,130
dissim	3,1,29,70,20
dissim	3,1,29,480,130
dissim	3,1,29,80,20
dissim	3,1,29,70,10
dissim	3,1,29,480,120
dissim	3,1,29,490,130
dissim	3,1,29,450,120
dissim	3,1,29,470,130
dissim	3,1,30,600,420
dissim	3,1,30,540,420
dissim	3,1,30,490,420
dissim	3,1,30,380,420
dissim	3,1,30,550,420
dissim	3,1,30,500,420
dissim	3,1,30,510,420
dissim	3,1,30,420,420
dissim	3,1,30,530,420
dissim	3,1,30,470,420
dissim	3,1,31,590,150
dissim	3,1,31,660,150
dissim	3,1,31,690,110
dissim	3,1,31,360,110
dissim	3,1,31,100,150
dissim	3,1,31,400,110
dissim	3,1,31,350,110
dissim	3,1,31,580,150
dissim	3,1,31,650,150
dissim	3,1,31,100,130
dissim	3,1,32,480,380
dissim	3,1,32,470,380
dissim	3,1,32,550,380
dissim	3,1,32,460,380
dissim	3,1,32,490,270
dissim	3,1,32,500,380
dissim	3,1,32,550,270
dissim	3,1,32,540,380
dissim	3,1,32,490,380
dissim	3,1,32,510,380
dissim	3,1,33,460,300
dissim	3,1,33,510,300
dissim	3,1,33,440,300
dissim	3,1,33,500,300
dissim	3,1,33,440,290
dissim	3,1,33,460,290
dissim	3,1,33,510,290
dissim	3,1,33,500,290
dissim	3,1,33,650,300
dissim	3,1,33,490,300
dissim	3,1,34,230,510
dissim	3,1,34,240,510
dissim	3,1,34,250,510
dissim	3,1,34,550,510
dissim	3,1,34,250,20
dissim	3,1,34,250,90
dissim	3,1,34,250,480
dissim	3,1,34,250,0
dissim	3,1,34,250,10
dissim	3,1,34,560,510
dissim	3,1,35,170,190
dissim	3,1,35,170,180
dissim	3,1,35,170,170
dissim	3,1,35,170,160
dissim	3,1,35,170,150
dissim	3,1,35,170,660
dissim	3,1,35,170,430
dissim	3,1,35,170,720
dissim	3,1,35,190,460
dissim	3,1,35,170,460
dissim	3,1,36,430,50
dissim	3,1,36,430,40
dissim	3,1,36,430,160
dissim	3,1,36,430,360
dissim	3,1,36,430,60
dissim	3,1,36,430,170
dissim	3,1,36,430,370
dissim	3,1,36,430,380
dissim	3,1,36,430,30
dissim	3,1,36,430,350
dissim	3,1,38,0,380
dissim	3,1,38,0,340
dissim	3,1,38,0,350
dissim	3,1,38,0,370
dissim	3,1,38,670,370
dissim	3,1,38,670,380
dissim	3,1,38,670,350
dissim	3,1,38,620,370
dissim	3,1,38,0,360
dissim	3,1,38,670,340
dissim	3,1,39,200,50
dissim	3,1,39,190,50
dissim	3,1,39,600,30
dissim	3,1,39,200,30
dissim	3,1,39,370,140
dissim	3,1,39,180,50
dissim	3,1,39,190,30
dissim	3,1,39,200,40
dissim	3,1,39,430,30
dissim	3,1,39,180,30
dissim	3,1,40,190,350
dissim	3,1,40,270,670
dissim	3,1,40,270,730
dissim	3,1,40,210,730
dissim	3,1,40,270,350
dissim	3,1,40,200,350
dissim	3,1,40,300,730
dissim	3,1,40,210,670
dissim	3,1,40,200,730
dissim	3,1,40,300,350
dissim	3,1,41,670,50
dissim	3,1,41,670,60
dissim	3,1,41,30,60
