3,1,47,3.75753831863,4.25
3,1,47,3.75454044342,4.25
3,1,10,3.9553835392,2.875
3,1,10,3.97969388962,2.875
3,1,101,4.61798381805,4.375
3,1,101,4.61745405197,4.375
3,1,64,4.57872009277,5.75
3,1,64,4.5785074234,5.75
3,1,45,4.66721630096,4.25
3,1,45,4.66014671326,4.25
3,1,8,4.2460308075,3.5
3,1,8,4.24622678757,3.5
3,1,99,4.28641605377,1.5
3,1,99,4.28615379333,1.5
3,1,94,4.28967571259,3.25
3,1,94,4.28805398941,3.25
3,1,43,4.06872415543,4.0
3,1,43,4.07031202316,4.0
3,1,6,4.44985723495,4.5
3,1,6,4.45128202438,4.5
3,1,97,3.33760738373,1.25
3,1,97,3.3362159729,1.25
3,1,92,4.06772756577,3.5
3,1,92,4.07013225555,3.5
3,1,41,0.450272619724,3.25
3,1,41,0.473555505276,3.25
3,1,4,4.39862060547,3.25
3,1,4,4.41632270813,3.25
3,1,90,2.77999615669,3.75
3,1,90,2.77999687195,3.75
3,1,39,3.79478025436,5.75
3,1,39,3.79906177521,5.75
3,1,2,3.71931481361,4.5
3,1,2,3.71982121468,4.5
3,1,88,3.39328551292,4.0
3,1,88,3.4004945755,4.0
3,1,37,4.45858812332,3.125
3,1,37,4.45819950104,3.125
3,1,86,3.54848480225,4.25
3,1,86,3.54264307022,4.25
3,1,35,4.66422319412,4.375
3,1,35,4.66465234756,4.375
3,1,30,3.63009405136,4.5
3,1,30,3.62771058083,4.5
3,1,84,3.8113694191,3.75
3,1,84,3.80126595497,3.75
3,1,33,4.35422754288,3.0
3,1,33,4.35475254059,3.0
3,1,28,4.4335398674,4.75
3,1,28,4.43371105194,4.75
3,1,82,4.39410877228,3.0
3,1,82,4.39768218994,3.0
3,1,63,3.97546076775,4.75
3,1,63,3.97543096542,4.75
3,1,26,4.21597290039,4.0
3,1,26,4.21636152267,4.0
3,1,80,4.33271217346,2.75
3,1,80,4.33167171478,2.75
3,1,61,4.04714012146,5.5
3,1,61,4.05110359192,5.5
3,1,24,4.20316934586,4.5
3,1,24,4.20437049866,4.5
3,1,59,4.22718906403,5.5
3,1,59,4.23090744019,5.5
3,1,22,4.28578996658,4.83333
3,1,22,4.27556991577,4.83333
3,1,57,4.14736175537,4.875
3,1,57,4.14493083954,4.875
3,1,20,4.1283159256,2.5
3,1,20,4.12742376328,2.5
3,1,79,4.4387049675,5.25
3,1,79,4.43774080276,5.25
3,1,55,4.42080211639,3.25
3,1,55,4.42290258408,3.25
3,1,18,3.54568648338,3.75
3,1,18,3.54363870621,3.75
3,1,77,3.7745885849,4.5
3,1,77,3.77063655853,4.5
3,1,16,3.89727878571,4.75
3,1,16,3.89609861374,4.75
